time,open,high,low,close,volume,filename,coin,minutelyInterval
2023-08-27 02:15:00,0.4628,0.4628,0.4617,0.4617,121059.9,STXUSDT.json,STXUSDT,15
2023-08-27 02:30:00,0.4617,0.4622,0.4616,0.4617,198419.69999999998,STXUSDT.json,STXUSDT,15
2023-08-27 02:45:00,0.4621,0.4621,0.4604,0.4606,333403.1,STXUSDT.json,STXUSDT,15
2023-08-27 03:00:00,0.4607,0.4615,0.4606,0.4615,101013.8,STXUSDT.json,STXUSDT,15
2023-08-27 03:15:00,0.4615,0.4626,0.4615,0.4618,864526.0,STXUSDT.json,STXUSDT,15
2023-08-27 03:30:00,0.462,0.4625,0.4617,0.4623,586789.9,STXUSDT.json,STXUSDT,15
2023-08-27 03:45:00,0.4623,0.4623,0.4614,0.4614,416624.7,STXUSDT.json,STXUSDT,15
2023-08-27 04:00:00,0.4615,0.4627,0.4615,0.4627,415363.7,STXUSDT.json,STXUSDT,15
2023-08-27 04:15:00,0.4627,0.4629,0.4623,0.4625,339785.2,STXUSDT.json,STXUSDT,15
2023-08-27 04:30:00,0.4626,0.4629,0.4621,0.4622,245949.7,STXUSDT.json,STXUSDT,15
2023-08-27 04:45:00,0.4623,0.4629,0.4623,0.4627,490091.7,STXUSDT.json,STXUSDT,15
2023-08-27 05:00:00,0.4628,0.4631,0.4628,0.4629,21009.3,STXUSDT.json,STXUSDT,15
2023-08-27 05:15:00,0.4629,0.4634,0.4629,0.463,225443.4,STXUSDT.json,STXUSDT,15
2023-08-27 05:30:00,0.4631,0.4634,0.4623,0.4625,404578.1,STXUSDT.json,STXUSDT,15
2023-08-27 05:45:00,0.4624,0.4628,0.4624,0.4626,17018.800000000003,STXUSDT.json,STXUSDT,15
